,Unnamed: 0,hi,hi-en,len-hi,len-hi-en,translit
20846,18589,रेलगाड़ी,relagari,8,8,रेलगाड़ी
20847,18590,राजसत्ता,rajsatta,8,8,राजसत्ता
20848,18591,सर्वसेन,sarvasen,7,8,सर्वसेन
20849,18592,हरिषेण,harishen,6,8,हरिषेण
20850,18593,क्रैकन,kraikana,6,8,क्रैकना
20851,18594,प्रोजेक्ट्स,projects,11,8,प्रोजेक्ट्स
20852,18567,चट्टानें,chattane,8,8,चट्टानें
20853,18566,आँखें,aankhein,5,8,आँखें
20854,18565,उपकरणों,upakarno,7,8,उपकरणों
20855,18564,जम्बूदीप,jambudip,8,8,जम्बूदीप
20856,18536,बल्लेबाज,ballebaj,8,8,बल्लेबाज
20857,18537,लुडग्रोव,ludgrove,8,8,लुड्ग्रोवे
20858,18538,खरगोन,khargone,5,8,खरगोन
20859,18539,जूनागढ़,junagadh,7,8,जूनागढ़
20860,18540,छोड़ने,chhodane,6,8,छोड़ने
20861,18541,बेंगलूर,banglore,7,8,बंगलोरे
20862,18542,एक्सप्रेस,exspress,9,8,एक्स्प्रेस
20863,18543,मार्टिनस,martinus,8,8,मार्टिनस
20864,18544,मेहरोत्रा,mehrotra,9,8,मेहरोत्रा
20865,18545,भूमिकाओं,bhumikao,8,8,भूमिकाओं
20866,18546,सड़कें,sadakein,6,8,सड़कें
20867,18547,सांकेतिक,sanketik,8,8,सांकेतिक
20868,18548,भैंसों,bhainson,6,8,भैंसों
20869,18595,सिंड्रोम,syndrome,8,8,सिंड्रोम
20870,18549,पहचाना,phachana,6,8,पहचाना
20871,18551,पदस्थ,padastha,5,8,पदस्थ
20872,18552,आफीसर,aphisara,5,8,ऑफिसर
20873,18553,कोरियन,koriyana,6,8,कोरियन
20874,18554,लोकाचार,lokachar,7,8,लोकाचार
20875,18555,अपनयन,apanayan,5,8,अपनयन
20876,18556,विवेकवाद,vivekvad,8,8,विवेकवाद
20877,18557,उद्देश्यों,uddeshyo,10,8,उद्देश्यों
20878,18558,मैथिल्स,maithils,7,8,मैथिलस
20879,18559,ब्लेफुस्कू,blefusku,10,8,ब्लेफुस्कू
20880,18560,दुश्मनों,dushmano,8,8,दुश्मनो
20881,18561,उत्खनकों,utkhanko,8,8,उत्खनको
20882,18562,हालाकी,haalaaki,6,8,हालांकि
20883,18563,गोंडवाना,gondvana,8,8,गोंडवाना
20884,18550,अनुयायी,anuyaayi,7,8,अनुयायी
20885,18596,वियालेटो,vialetto,8,8,विअलेट्टो
20886,18597,अतिरिक्त,atirikta,8,8,अतिरिक्त
20887,18598,त्रिनिदाद,trinidad,9,8,त्रिनिदाद
20888,18631,भगवाना,bhagwana,6,8,भगवान
20889,18632,चाहते,chaahate,5,8,चाहते
20890,18633,बावजूद,bavajuda,6,8,बावजूद
20891,18634,चरखा,charkhaa,4,8,चरखा
20892,18635,बारबार,barabara,6,8,बराबर
20893,18636,निष्पक्ष,nispaksh,8,8,निष्पक्ष
20894,18637,हरकत,harakata,4,8,हरकत
20895,18638,सदस्यीय,sadasyiy,7,8,सदस्यीय
20896,18639,विद्यादान,vidyadan,9,8,विद्यादान
20897,18640,कामकाज,kaamkaaj,6,8,कामकाज
20898,18641,हटाकर,hataakar,5,8,हटाकर
20899,18642,मुबाहिसा,mubahisa,8,8,मुबाहिसा
20900,18643,राजनीति,rajaniti,7,8,राजनीति
20901,18630,चयनित,chayanit,5,8,चयनित
20902,18644,चिकित्सक,chikitsk,8,8,चिकित्स्क
20903,18646,आक्रांत,aakraant,7,8,आक्रान्त
20904,18647,भूपटल,bhupatal,5,8,भूपटल
20905,18648,पृथ्वी,prithavi,6,8,पृथवी
20906,18649,सहायक,sahayaka,5,8,सहायक
20907,18650,आलोचनाएं,alochnae,8,8,आलोचनाए
20908,18651,निर्देशों,nirdesho,9,8,निर्देशों
20909,18652,तुलनीय,tulaniya,6,8,तुलनीय
20910,18653,सिनागोग,sinagoga,7,8,सिनागोग
20911,18654,उदयशाह,udayshah,6,8,उदेशः
20912,18655,इस्तेमाल,istemala,8,8,इस्तेमाल
20913,18656,गोम्बिर्च,gombirch,9,8,गोमबिरच
20914,18657,ईएमएफ,iemaepha,5,8,ीएमएफए
20915,18658,खूबियों,khubiyon,7,8,खूबियों
20916,18645,अहंकारी,ahankari,7,8,अहंकारी
20917,18535,संथाल,santhaal,5,8,संथाल
20918,18629,उबैदाह,ubaidaha,6,8,उबैदेहा
20919,18627,समर्पण,samarpan,6,8,समर्पण
20920,18599,सैनिकों,sainikom,7,8,सैनिकों
20921,18600,आसियान,aasiyaan,6,8,आसियान
20922,18601,साधनों,saadhnon,6,8,साधनों
20923,18602,ऐश्वर्य,aisvarya,7,8,ऐश्वर्या
20924,18603,विशेषता,visesata,7,8,विसेसता
20925,18604,शैलियों,shailiyo,7,8,शैलियों
20926,18605,ट्रेकिंग,trecking,8,8,ट्रेकिंग
20927,18606,परिष्कृत,priskrit,8,8,परिस्कृत
20928,18607,विपरीत,viparita,6,8,विपरीत
20929,18608,संस्था,sansthaa,6,8,संस्था
20930,18609,मोहनीश,mohanisa,6,8,मोहनीसा
20931,18610,पर्यटक,paryatak,6,8,पर्यटक
20932,18611,बैलगाड़ी,bailgadi,8,8,बैलगाड़ी
20933,18628,निष्कपट,niskapat,7,8,निष्कपट
20934,18612,स्तनपान,stanpaan,7,8,स्तनपान
20935,18614,फ़ील्डिंग,fielding,9,8,फील्डिंग
20936,18615,भैंसें,bhainsen,6,8,भैंसें
20937,18616,निर्बलता,nirbalta,8,8,निर्बलता
20938,18617,चटर्जी,chatarji,6,8,चटर्जी
20939,18618,केशिका,keshikaa,6,8,केशिका
20940,18619,उच्चस्तर,ucchstar,8,8,उच्चस्तर
20941,18620,पत्रिकाओं,patrikao,9,8,पत्रिकाओं
20942,18621,पत्थरों,pattharo,7,8,पत्थरो
20943,18622,त्सुक्कोमी,tsukkomi,10,8,तसक्कोमी
20944,18623,रशीदुन,rasiduna,6,8,रसीदन
20945,18624,मेगावाट,megawatt,7,8,मेगावाट
20946,18625,जटिलता,jatilata,6,8,जटिलता
20947,18626,राजनयिक,rajnayik,7,8,राजनयिक
20948,18613,मर्मज्ञ,marmagya,7,8,मर्मज्ञ
20949,18534,इमारती,imaarati,6,8,इमारती
20950,18533,पलटना,palatnaa,5,8,पलटना
20951,18532,विशिष्ट,vishisth,7,8,विशिष्ट
20952,18440,देवासुर,devaasur,7,8,देवासुर
20953,18441,तलाशते,talasate,6,8,तलासते
20954,18442,स्थापित,sthapita,7,8,स्थापित
20955,18443,गार्डनर,gardener,7,8,गार्डनर
20956,18444,संस्कृत,sanskrta,7,8,संस्कर्ता
20957,18445,जन्मदाता,janmdata,8,8,जन्मदाता
20958,18446,गुलिस्तान,gulistan,9,8,गुलिस्तां
20959,18447,लिखना,likhanaa,5,8,लिखना
20960,18448,स्थितिओं,sthition,8,8,स्थितिओं
20961,18449,विशेषण,vishesan,6,8,विशेसन
20962,18450,गिलहरी,gilhairi,6,8,गिल्हैरी
20963,18451,सागरीय,saagariy,6,8,सागरीय
20964,18452,बैनर्जी,banerjee,7,8,बनर्जी
20965,18439,ठहरती,thaharti,5,8,ठहरती
20966,18453,साधनों,sadhanom,6,8,साधनों
20967,18455,घनवाद,ghanvaad,5,8,घनवाद
20968,18456,वन्यजीव,vanyajiv,7,8,वन्यजीव
20969,18457,वार्षिक,vaarshik,7,8,वार्षिक
20970,18458,बारहवां,barahava,7,8,बारहवा
20971,18459,कमबिजली,kambijli,7,8,कामबिजली
20972,18460,एविएटर,evietara,6,8,एविएटर
20973,18461,पायलट,payalata,5,8,पायलट
20974,18462,बारबेक्यू,barbecue,9,8,बारबेक्यू
20975,18463,छूटने,chhutane,5,8,छूटने
20976,18464,स्वास्थ्य,svaasthy,9,8,स्वास्थ्य
20977,18465,फहराकर,fehrakar,6,8,फहराकर
20978,18466,प्रतिशत,prtishat,7,8,प्रतिशत
20979,18467,दर्शाती,darshati,7,8,दर्शाती
20980,18454,विकसित,vikasita,6,8,विकसित
20981,18468,स्वतंत्र,svatantr,8,8,स्वतन्त्र
20982,18438,घनत्व,ghanatva,5,8,घनत्व
20983,18436,अससफ़्फ़ार,assaffar,10,8,अससफर
20984,20185,अच्छा,achchhaa,5,8,अच्छा
20985,18408,खेलखेल,khelkhel,6,8,खेलखेल
20986,18409,धड़कन,dhadakan,5,8,धड़कन
20987,18410,लेडएसिड,leadacid,7,8,लड़किड़
20988,18411,नारीवादी,narivadi,8,8,नारीवादी
20989,18412,दृढ़ता,dridhtaa,6,8,दृढ़ता
20990,18413,किवदन्ती,kivdanti,8,8,किवदंती
20991,18414,शेयरसन,shearson,6,8,शेअरसों
20992,18415,पातालतोड़,pataltod,9,8,पतालतोड़
20993,18416,जानेवाला,janevala,8,8,जानेवाला
20994,18417,हिरदेशाह,hirdesha,8,8,हिर्देषा
20995,18418,हेमावती,hemavati,7,8,हेमावती
20996,18419,फ्रैंकलिन,franklin,9,8,फ्रेंक्लिन
20997,18437,टाइटैनों,taitanon,8,8,टाइटनों
20998,18421,बढोतरी,badhotri,6,8,बढ़ोतरी
20999,18423,बनाता,banaataa,5,8,बनाता
21000,18424,भाषाएँ,bhasayen,6,8,भाषाएँ
21001,18425,बलशाली,balshali,6,8,बलशाली
21002,18426,दमकता,damaktaa,5,8,दमकता
21003,18427,कमरिया,kamriyaa,6,8,कमरिया
21004,18428,गोपनीय,gopaniya,6,8,गोपनीय
21005,18429,घोषियों,ghosiyon,7,8,घोसियों
21006,18430,स्वभाव,svabhava,6,8,स्वभाव
21007,18431,मतदान,matadaan,5,8,मतदान
21008,18432,भूभाग,bhubhaga,5,8,भूभाग
21009,18433,आरंभिक,aarnbhik,6,8,आरंभिक
21010,18434,तुलसीदास,tulsidas,8,8,तुलसीदास
21011,18435,पद्धति,paddhati,6,8,पद्धति
21012,18422,आयताकर,ayatakar,6,8,आयताकार
21013,19167,निकटतम,nikattam,6,8,निकटतम
21014,18469,कोशिकाएं,koshikae,8,8,कोशिकाए
21015,18471,कर्तव्यों,kartvyon,9,8,कर्तव्यों
21016,18504,कमलपुर,kamalpur,6,8,कमालपुर
21017,18505,चौटाला,chautala,6,8,चौटाला
21018,18506,स्टाफिंग,staafing,8,8,स्टाफिंग
21019,18507,अस्थायी,asthaayi,7,8,अस्थायी
21020,18508,टाआऑंप्प्शूण,taoaphun,12,8,तयफून
21021,18509,पैम्फलेट,pamphlet,8,8,पैम्फलेट
21022,18510,मानुषिक,manushik,7,8,मानुषिक
21023,18511,बैठेगा,baithega,6,8,बैठेगा
21024,18512,अक्षम,asaksham,5,8,असक्षम
21025,18513,कालिदास,kaalidas,7,8,कालिदास
21026,18514,कार्रवाई,kaarrwai,8,8,कार्रवाई
21027,18515,पथरीली,pathrili,6,8,पथरीली
21028,18516,जेफरी,geoffrey,5,8,ज्यॉफ्री
21029,18503,चैबलिस,chaiblis,6,8,चैबलिस
21030,18517,समस्याओं,samasyao,8,8,समस्याओ
21031,18519,जागृति,jaagruti,6,8,जागृति
21032,18520,आखिरकार,akhirkar,7,8,आखिरकार
21033,18521,सच्चाई,sachchai,6,8,सच्चाई
21034,18522,वक्ताओं,vaktaaon,7,8,वक्ताओं
21035,18523,अलंकृत,alankrti,6,8,अलंकृति
21036,18524,उपवर्गों,upvargon,8,8,उपवर्गों
21037,18525,ईमानदार,imanadar,7,8,ईमानदार
21038,18526,किशारों,kisaaron,7,8,किसारों
21039,18527,मार्चिंग,marching,8,8,मार्चिंग
21040,18528,छायावाद,chayavad,7,8,छायावाद
21041,18529,अपराधी,apraadhi,6,8,अपराधी
21042,18530,संविदाओं,sanvidao,8,8,संविदाओं
21043,18531,रैजमण्ट,raijmant,7,8,राइजमैंट
21044,18518,निवासियों,nivasiyo,9,8,निवासियों
21045,18470,विस्फोट,visphota,7,8,विस्फोट
21046,18502,क्रिएटिव,kriyetiv,8,8,क्रिएटिव
21047,18500,खिलाफ,khilapha,5,8,खिलाफा
21048,18472,बृहत्तर,brihttar,7,8,बृहत्तर
21049,18473,बलहीन,balahina,5,8,बलहीना
21050,18474,आठवां,aathvaan,5,8,आठवाँ
21051,18475,हिस्पैनिक,hispanic,9,8,हिस्पैनिक
21052,18476,बर्कबेक,berkbeck,7,8,बर्कबेक
21053,18477,आधारित,adharita,6,8,आधारित
21054,18478,अधीनता,adhintaa,6,8,अधीनता
21055,18479,शास्त्रीय,sastriya,9,8,शास्त्रीय
21056,18480,निस्वार्थ,nisvarth,9,8,निस्वार्थ
21057,18481,अनिबद्ध,anibaddh,7,8,अनिबद्ध
21058,18482,बरकरार,barkraar,6,8,बरकरार
21059,18483,उम्रकैद,umarkaid,7,8,उम्रकैद
21060,18484,आदमकर,aadamkar,5,8,आदमकर
21061,18501,दिवसीय,divasiya,6,8,दिवसीय
21062,18485,विघटित,vighatit,6,8,विघटित
21063,18487,ऑर्थोडॉक्स,orthodox,10,8,ऑर्थोडॉक्स
21064,18488,वगैरह,vagairah,5,8,वगैरह
21065,18489,भविष्य,bhavisya,6,8,भविस्य
21066,18490,अमोनरे,ammonare,6,8,अम्मोनारे
21067,18491,एस्टोनिया,estoniya,9,8,एस्टोनिया
21068,18492,व्यथित,vyathita,6,8,व्यथित
21069,18493,कालांतर,kalaantr,7,8,कालांतर
21070,18494,मज़बूती,majabuti,7,8,मजबूती
21071,18495,शास्त्रीजी,sastriji,10,8,शास्त्रीजी
21072,18496,मृदुता,mridutaa,6,8,मृदुता
21073,18497,समन्वित,samanvit,7,8,समन्वित
21074,18498,ब्लूलाइन,blueline,8,8,ब्लुएलिने
21075,18499,भयावह,bhayavah,5,8,भयावह
21076,18486,होलोग्राम,hologram,9,8,होलोग्राम
21077,19168,अवांछित,avanchit,7,8,अवांछित
21078,18407,प्रदत्तों,pradatto,9,8,प्रदत्तों
21079,19170,चतुर्थ,chaturth,6,8,चतुर्थ
21080,19839,अंग्रेज़ों,angrejom,10,8,अंग्रेजों
21081,19840,अम्बेडकर,ambedkar,8,8,आंबेडकर
21082,19841,वैश्विक,vaishwik,7,8,वैश्विक
21083,19842,प्रचण्ड,prachand,7,8,प्रचंड
21084,19843,सांसदों,sansadon,7,8,सांसदों
21085,19844,बेंगलूर,bangluru,7,8,बंगलुरु
21086,19845,वडोदरा,vadodara,6,8,वड़ोदरा
21087,19846,कृतियों,kritiyan,7,8,कृतियां
21088,19847,संपदाओं,sanpdaon,7,8,संपदाओं
21089,19848,उद्देश्य,uddheshy,8,8,उद्देश्य
21090,19849,शृंगार,shringar,6,8,श्रृंगार
21091,19850,उग्रवाद,ugravaad,7,8,उग्रवाद
21092,19851,अप्रूवर,approver,7,8,अप्प्रोवेर
21093,19852,विद्यालय,vidyalay,8,8,विद्यालय
21094,19853,जानकारी,jaankari,7,8,जानकारी
21095,19854,परंपरा,parmpara,6,8,परम्परा
21096,19855,पूर्णतः,poorntah,7,8,पूर्णतः
21097,19856,मर्रियट,marriott,7,8,मेर्रियत
21098,19857,वांछित,vanchhit,6,8,वांछित
21099,19858,रणनीति,ranneeti,6,8,रणनीति
21100,19859,छोटीसी,chhotisi,6,8,छोटीसी
21101,19860,कैथोडिक,cathodic,7,8,कैथोडिक
21102,19861,निर्जलित,nirjalit,8,8,निर्जलित
21103,19862,वाहकों,vanhanon,6,8,वाहनों
21104,19863,शुरुअती,shutuati,7,8,शुचाती
21105,19864,असहयोग,asahayog,6,8,असहयोग
21106,19865,पत्तियों,pattiyan,8,8,पत्तियां
21107,19838,चुटकुले,chutkule,7,8,चुटकुले
21108,19837,समीक्षा,samiksha,7,8,समीक्षा
21109,19836,मातंगी,maatangi,6,8,मातंगी
21110,19835,हालाँकि,halaanki,7,8,हालांकि
21111,19807,पृष्ठ,prashtha,5,8,पृष्ठ
21112,19808,अपरिपक्व,apripakv,8,8,अपरिपक्व
21113,19809,आकांक्षा,akanksha,8,8,आकांक्षा
21114,19810,छिपाने,chhipane,6,8,छिपाने
21115,19811,भुजाएँ,bhujayen,6,8,भुजाएं
21116,19812,निकालने,nikalane,7,8,निकलने
21117,19813,चंचल,chanchal,4,8,चंचल
21118,19814,गौंट्लेट,gauntlet,8,8,गौंटलेट
21119,19815,सम्मानित,sanmanit,8,8,सन्मानित
21120,19816,नाथनस्,nathnans,6,8,नाथनंस
21121,19817,घर्षण,gharshan,5,8,घर्षण
21122,19818,भेषजगुण,bheshgun,7,8,भेषगुन
21123,19819,मल्टिपल,multipal,7,8,मल्टीपल
21124,19866,तहसीलें,tahsilen,7,8,तहसीलें
21125,19820,जगन्नाथ,jagnnath,7,8,जगन्नाथ
21126,19822,आइनहॉर्न्स,einhorns,10,8,एहोर्न्स
21127,19823,जिन्होंने,jinhonne,9,8,जिन्होंने
21128,19824,पीलीभीत,pilibhit,7,8,पीलीभीत
21129,19825,बड़ेबड़े,badebade,8,8,बड़ेबड़े
21130,19826,जलयानों,jalyanon,7,8,जलयानों
21131,19827,शर्मीले,sharmile,7,8,शर्मीले
21132,19828,सकोची,sankochi,5,8,संकोची
21133,19829,रोजगारों,roggaron,8,8,रोजगारों
21134,19830,कहलाती,kahalati,6,8,कहलाती
21135,19831,चट्‌टानी,chattani,8,8,चट्टानी
21136,19832,राजमहल,rakmahal,6,8,रकमहल
21137,19833,ब्रिडिंग,breeding,8,8,ब्रीडिंग
21138,19834,ऊर्जाघर,urjaghar,7,8,ऊर्जाघर
21139,19821,जनसमाज,jansamaj,6,8,जनसमाज
21140,19867,उदयरूप,udayroop,6,8,उदयरूप
21141,19868,मधुकर,madhukar,5,8,मधुकर
21142,19869,पठनीय,pathhniy,5,8,पठनीय
21143,19902,देवरिया,devariya,7,8,देवरिया
21144,19903,अस्थियों,asthuyon,8,8,ास्तुयों
21145,19904,समारोह,samaraho,6,8,समाराहों
21146,19905,शर्प्नेल,sharpnel,8,8,शार्पनेल
21147,19906,प्रतिरूप,pratirup,8,8,प्रतिरूप
21148,19907,भूमिका,bhoomika,6,8,भूमिका
21149,19908,फरुआही,faruaahi,6,8,फरुआही
21150,19909,समरूपता,samrupta,7,8,समरूपता
21151,19910,समझती,samajhti,5,8,समझती
21152,19911,कोकाकोला,cocakola,8,8,कोकाकोला
21153,19912,बारमासा,baramasa,7,8,बारामासा
21154,19913,काकेशस,kakeshas,6,8,काकेशस
21155,19914,मुसब्बर,masubbar,7,8,मसब्बर
21156,19901,अन्त्येष्टि,anteshti,11,8,अंतेष्टि
21157,19915,रक्तचाप,raktchap,7,8,रक्तचाप
21158,19917,प्रमोटर,promoter,7,8,प्रमोटर
21159,19918,कार्यकारी,karykari,9,8,कार्यकारी
21160,19919,कोइलाण्डि,koilandi,9,8,कोइलन्दी
21161,19920,प्रदेशों,pradehon,8,8,प्रदेहों
21162,19921,मराठों,marathon,6,8,मैराथन
21163,19922,हरिदासी,haridasi,7,8,हरिदासी
21164,19923,व्यवहार,vyavahar,7,8,व्यवहार
21165,19924,येचेंग,yencheng,6,8,एनचेंग
21166,19925,रिहर्सल,rehersal,7,8,रिहर्सल
21167,19926,समायोजन,samayojn,7,8,समायोजन
21168,19927,इथियोपिया,ithopiya,9,8,इथोपिया
21169,19928,संपादित,sampadid,7,8,सम्पादिद
21170,19929,बोहीमिया,bohomiya,8,8,बोहेमिया
21171,19916,मेदनीराय,medniray,8,8,मेदनीराय
21172,19806,मातापिता,matapita,8,8,मातापिता
21173,19900,गुरिल्ला,gurillla,8,8,गुरिल्ला
21174,19898,आपूर्ति,appoorti,7,8,अप्पूर्ति
21175,19870,कौटिल्य,koutilya,7,8,कौटिल्य
21176,19871,द्वादशीम,dwadshim,8,8,द्वादशीम
21177,19872,महेंद्र,mahendra,7,8,महेंद्र
21178,19873,नारंगी,naarangi,6,8,नारंगी
21179,19874,मजूमदार,majumdar,7,8,मजूमदार
21180,19875,ग़ज़लों,gazhalom,7,8,गैहलोम
21181,19876,कैसेट,cassette,5,8,कैसेट
21182,19877,कार्बनिक,corbonic,8,8,कार्बोनिक
21183,19878,कोकोशका,kokoshka,7,8,कोकोश्का
21184,19879,पांडवों,pandavon,7,8,पांडवों
21185,19880,ठेकेदारी,thekedar,8,8,ठेकेदार
21186,19881,पुरस्कार,puruskat,8,8,पुरस्कत
21187,19882,महोत्सव,mahotsav,7,8,महोत्सव
21188,19899,कलकत्ते,kalkatte,7,8,कलकत्ते
21189,19883,रेलगाड़ी,railgadi,8,8,रेलगाड़ी
21190,19885,महामारी,mahamari,7,8,महामारी
21191,19886,हर्षाली,harshali,7,8,हर्षाली
21192,19887,सांक्रात,sankrant,8,8,संक्रांत
21193,19888,क्वेडरिगो,quadrigo,9,8,क्वाड्रिगो
21194,19889,लक्ष्मण,lakshman,7,8,लक्ष्मण
21195,19890,गुरुमाता,gurumata,8,8,गुरुमाता
21196,19891,इकसिंगों,eksingon,8,8,इकसिंगों
21197,19892,आखाईन,aakhaain,5,8,ाखाऐं
21198,19893,पिल्ग्रिम्स,pilgirms,11,8,पिल्जीर्मस
21199,19894,गुवाहाटी,guwahati,8,8,गुवाहाटी
21200,19895,वृतांत,vruttant,6,8,वृत्तांत
21201,19896,रिचर्ड्स,rechards,8,8,रिचर्ड्स
21202,19897,फतेहपुर,fatehpur,7,8,फतेहपुर
21203,19884,समस्याओं,samsyaon,8,8,समस्याओं
21204,19930,परिवार,parivaar,6,8,परिवार
21205,19805,कृष्णम,krishnam,6,8,कृष्णम
21206,19803,जालघर,jaalghar,5,8,जालघर
21207,19711,विशुद्ध,vishuddh,7,8,विशुद्ध
21208,19712,सूझबूझ,sujhbhuj,6,8,सूझभूज
21209,19713,चौरासी,chaurasi,6,8,चौरासी
21210,19714,जलाशय,jalashay,5,8,जलाशय
21211,19715,कहानियां,kahaniya,8,8,कहानिया
21212,19716,डिस्ट्रिक्ट,district,11,8,डिस्ट्रिक्ट
21213,19717,गृहस्थ,gruhasta,6,8,गृहस्ता
21214,19718,जौनसारी,jaunsari,7,8,जौनसारी
21215,19719,मेहयोत्रा,mehyotra,9,8,महोत्र
21216,19720,एयरलाइंस,airlines,8,8,एयरलाइन्स
21217,19721,सिकलसेल,sikalcel,7,8,सिकलसेल
21218,19722,विचारों,viahraon,7,8,वाराओं
21219,19723,मन्दमन्द,mandmand,8,8,मंदमंद
21220,19724,कोलाइडर,colaider,7,8,कोलाइडर
21221,19725,नैतिकता,naitikta,7,8,नैतिकता
21222,19726,ट्रेवल्स,travells,8,8,ट्रावेल्स
21223,19727,अक्षांश,akshansh,7,8,अक्षांश
21224,19728,माध्यम,maadhyam,6,8,माध्यम
21225,19729,तमन्ना,tammanna,6,8,तम्मन्ना
21226,19730,दिलहीदिल,dilhidil,8,8,दिलहिडिल
21227,19731,निकलेंगी,niklengi,8,8,निकलेंगी
21228,19732,सैंकड़ों,sainkdon,8,8,सैंकड़ों
21229,19733,जयन्तिया,jayntiya,8,8,जयंतिया
21230,19734,मैकनामारा,mcnamara,9,8,मकनमरा
21231,19735,श्रृंखला,srinkhla,8,8,श्रृंखला
21232,19736,जर्नलिस्ट,jernlist,9,8,जर्नलिस्ट
21233,19737,केशोलय,kesholay,6,8,केशोलय
21234,19710,रणभूमि,ranbhumi,6,8,रणभूमि
21235,19709,फेवरेट,favorite,6,8,फेवरेट
21236,19708,संग्रह,sangtrah,6,8,संगतरह
21237,19707,उम्मीदवार,ummedwar,9,8,उम्मीदवार
21238,19679,भुगतने,bhugatne,6,8,भुगतने
21239,19680,गनेरिया,ganeriya,7,8,गनेरिया
21240,19681,फारसीपन,farsipan,7,8,फारसीपन
21241,19682,किशनौत,kishnaut,6,8,किशनौट
21242,19683,अग्निकांड,agnikand,9,8,अग्निकांड
21243,19684,अनुच्छेद,anukshed,8,8,अनुकशेड
21244,19685,गर्मियों,garmiyon,8,8,गर्मियों
21245,19686,आयोजनों,ayojanon,7,8,आयोजनों
21246,19687,समुद्रों,samudron,8,8,समुद्रों
21247,19688,पसीजकर,pasijkar,6,8,पसीजकर
21248,19689,संघर्ष,sanghrsh,6,8,संघर्ष
21249,19690,कार्डिनल,cardinal,8,8,कार्डिनल
21250,19691,संदूकों,sandukon,7,8,संदूकों
21251,19738,यार्दाश,yaddarsh,7,8,याद्दार्श
21252,19692,निश्चित,nishchit,7,8,निश्चित
21253,19694,नन्दादेवी,nanadevi,9,8,ननदेवी
21254,19695,रैजमण्ट,regiment,7,8,रेजिमेंट
21255,19696,उदाहरण,uadharan,6,8,ुआधारण
21256,19697,सिम्हापुरी,simhapur,10,8,सिंहपुर
21257,19698,अवकलज,avakalaj,5,8,अवकलज
21258,19699,प्रवृत्ति,pravrtti,9,8,प्रवृत्ति
21259,19700,आज्ञाकारी,agyakari,9,8,आज्ञाकारी
21260,19701,अवयवों,avayavon,6,8,अवयवों
21261,19702,मुखर्जी,mukharni,7,8,मुखरनि
21262,19703,रेजीडेंट,resident,8,8,रेजिडेंट
21263,19704,क्रमशः,kramshah,6,8,क्रमशः
21264,19705,परवलय,paravlay,5,8,परवलय
21265,19706,मजूमदार,mujumdar,7,8,मुजुमदार
21266,19693,यद्यपि,yaddyapi,6,8,यद्द्यपि
21267,19739,टण्डनजी,tandanji,7,8,टंडनजी
21268,19741,ग्रेजुएट,graduate,8,8,ग्रेजुएट
21269,19742,बहुतायत,bahutayt,7,8,बहुतायत
21270,19775,फैलाने,failaane,6,8,फैलाने
21271,19776,अल्पकालिक,alpkalik,9,8,अल्पकालिक
21272,19777,तारागढ़,taragadh,7,8,तारागढ़
21273,19778,वृद्धि,viruddhi,6,8,विरुद्धि
21274,19779,ट्रिलियन,trillion,8,8,ट्रिलियन
21275,19780,प्रकारों,prakaron,8,8,प्रकारों
21276,19781,बाँतकर,baantkar,6,8,बांटकर
21277,19782,प्रतिमान,pratiman,8,8,प्रतिमान
21278,19783,सर्तकता,satarkta,7,8,सतर्कता
21279,19784,संदिग्ध,sandigdh,7,8,संदिग्ध
21280,19785,अनुग्रह,anugraha,7,8,अनुग्रह
21281,19786,फ्रेमवर्क,fremwork,9,8,फ्रेमवर्क
21282,19787,सिद्धांत,sidhhant,8,8,सिद्धांत
21283,19774,होनेवाली,honewali,8,8,होनेवाली
21284,19788,अख्तियार,akhityar,8,8,अखित्यार
21285,19790,राजस्थान,rajastha,8,8,राजस्था
21286,19791,कॉन्फ़िगर,configer,9,8,कॉन्फ़िगर
21287,19792,रोडवेज,roadways,6,8,रोडवेज
21288,19793,स्वदेशी,swadeshi,7,8,स्वदेशी
21289,19794,रणनायक,rannayak,6,8,रणनायक
21290,19795,उन्नीसवीं,unnisvin,9,8,उन्नीसवीं
21291,19796,रामानंद,ramanand,7,8,रामानंद
21292,19797,प्रकरण,prakaran,6,8,प्रकरण
21293,19798,मुस्लिमों,muslimon,9,8,मुस्लिमों
21294,19799,अध्ययन,adhyahan,6,8,अध्याहन
21295,19800,ग्राहकों,grahakon,8,8,ग्राहकों
21296,19801,प्रदत्त,pradatta,7,8,प्रदत्त
21297,19802,अवस्थित,avasthit,7,8,अवस्थित
21298,19789,सुधारों,sudharon,7,8,सुधारों
21299,19804,उम्मीदवार,umeedwar,9,8,उमीदवार
21300,19773,रखेंगे,rakhenge,6,8,रखेंगे
21301,19771,बस्तियों,bastiyon,8,8,बस्तियों
21302,19743,कुंदुर्ति,kandurti,9,8,कंदुरति
21303,19744,रूपरेखा,ruprekha,7,8,रुपरेखा
21304,19745,कार्यक्रम,karykram,9,8,कार्यक्रम
21305,19746,मिलिटरी,militari,7,8,मिलिटरी
21306,19747,नुकसान,nukasaan,6,8,नुकसान
21307,19748,सर्वज्ञ,sarvagya,7,8,सर्वज्ञ
21308,19749,फेरबदल,ferbadal,6,8,फेरबदल
21309,19750,आतंरिक,aantarik,6,8,आतंरिक
21310,19751,एथलीट,athelete,5,8,अठेलते
